parameter,internal_name,address,size,unit,scale,description
ASG_Droop_Minimum_Throttle_2,ASDPMN02,0x01000824,2,%,0.00390625,[ASDPMN02] Tool ASG Droop Min Throttle % for Switched Droop 2 adjustable parameter
ASG_Droop_Minimum_Throttle_3,ASDPMN03,0x01000832,2,%,0.00390625,[ASDPMN03] Tool ASG Droop Min Throttle % for Switched Droop 3 adjustable parameter
ASG_Droop_Reference_Axis,ASDPTBXA,0x01116E00,2,RPM,0.125,[ASDPTBXA] ASG droop table input axis (f(reference speed))
ASG_Droop_Selected,ASSLDP,0x01107A0C,2,RPM/MM3S,0.00150000000,[ASSLDP] ASG selected droop slope
ASG_Equivalent_Throttle,,0x0181AA00,2,%THROTTLE,0.25,ASG Equivalent Throttle
ASG_Error_Difference,ASERDC,0x01107C02,2,RPM,0.125,[ASERDC] ASG error difference
ASG_External_Reset,ASETRS,0x01107A12,2,UNITLESS,1,[ASETRS] ASG external reset flag
ASG_Feedback_Difference,ASFBDC,0x01107C04,2,RPM,0.125,[ASFBDC] ASG feedback difference term
ASG_Filter_Coef_As,ASAPFTCF,0x01117014,2,UNITLESS,1.5259022E-5,[ASAPFTCF] ASG application specific reference filter coefficient
ASG_Filter_Coef_Selected,ASSLFTCF,0x01107C3C,2,UNITLESS,1.5258789E-5,[ASSLFTCF] ASG selected reference filter coefficient
ASG_Filter_Coefficient,ASFTCF,0x01107B00,2,UNITLESS,1.5258789E-5,[ASFTCF] ASG reference filter coefficient calibration
ASG_Filtered_Feedback_Speed,ASFTFBES,0x01107A14,2,RPM,0.125,[ASFTFBES] General feedback variable for the ASG
ASG_Filtered_Reference,ASFTRF,0x01107C06,2,RPM,0.125,[ASFTRF] ASG filtered reference speed
ASG_Friction_Fuel_Bkpt,ASNLFLXA,0x01132100,2,RPM,0.125,[ASNLFLXA] ASG No load Fuel breakpoint table
ASG_Friction_Fuel_Table,ASNLFLYA,0x01132300,2,MM3S,0.06793479200,[ASNLFLYA] ASG No load fuel based on selected (ASG ref) engine speed
ASG_Fuel_Hi_Limit,ASFLHILM,0x01107A0E,2,MM3S,0.06793478400,[ASFLHILM] ASG fueling high limit
ASG_Fuel_Low_Limit,ASFLLOLM,0x01107A10,2,MM3S,0.06793478400,[ASFLLOLM] ASG fueling lower limit
ASG_Fuel_Slew_Dec_1,,0x01107D1C,2,MM3S,0.06793600000,Negative fuel slew limit when rail error is not large negative
ASG_Fuel_Slew_Dec_2,,0x01107D1E,2,MM3S,0.06793600000,Negative fuel slew limit when rail error is large negative
ASG_Fuel_Slew_Inc_1,,0x01107D3A,2,MM3S,0.06793478400,Pos ASG fuel inc limit in high gear @ less than threshold val
ASG_Fuel_Slew_Inc_2,,0x01107D3C,2,MM3S,0.06793478400,Pos ASG fuel inc limit in high hear @ greater than threshold val
ASG_Fuel_Slew_Inc_Ratio_Thd,,0x01107D3E,2,UNITLESS,0.000488281250,Apply pos ASG fuel slew inc limits when ratio < this thd
ASG_Fuel_Slew_Inc_Threshold,,0x01107D38,2,MM3S,0.06793478400,Pos slew limit #1 used below this;limit #2 above this thresh
ASG_Fuel_Slew_Rail_Error_Threshold,,0x01107D24,2,MPa,0.0488,Use 2nd set fuel slew params when rail error more neg than this val
ASG_Fuel_Slew_Threshold_1,,0x01107D20,2,MM3S,0.06793600000,Delta below no-load fuel to start slewing when rail not large neg
ASG_Fuel_Slew_Threshold_2,,0x01107D22,2,MM3S,0.06793600000,Delta below no-load fuel to start slewing when rail is large neg
ASG_Fueling,ASFL,0x01107C0A,2,MM3S,0.06793478400,[ASFL] ASG FUELING
ASG_Fueling_Limit_High_Cal,ASCNHILM,0x01107B02,2,MM3S,0.06793478400,[ASCNHILM] ASG fueling high limit calibration for thottle mode
ASG_Fueling_Limit_Lo_Cal,ASCNLOLM,0x01107B04,2,MM3S,0.06793478400,[ASCNLOLM] ASG fueling lower limit calibration for thottle mode
ASG_Gear_Ratio_Axis,,0x018A4F00,2,UNITLESS,0.00048828125,ASG Gear Ratio breakpoint table
ASG_Gear_Ratio_Table,,0x018A5000,2,UNITLESS,0.0078125,ASG droop based on Filtered Gear Ratio
ASG_High_Fuel_Limit_As,ASAPHILM,0x01117016,2,MM3S,0.06793478400,[ASAPHILM] ASG application specific fueling high limit
ASG_Integral_Gain_1,ASIT01GN,0x01107B0E,2,MM3S/RPM/SEC,0.00165856400,[ASIT01GN] ASG integral gain 1 calibration
ASG_Integral_Gain_1_As,ASAP01IT,0x0111702C,2,MM3S/RPM/SEC,0.00165856400,[ASAP01IT] ASG application specific integral gain 1
ASG_Integral_Gain_1_Selected,ASSL01IT,0x01107C3E,2,MM3S/RPM/SEC,0.00165856400,[ASSL01IT] ASG selected integral gain 1
ASG_Integral_Gain_2,ASIT02GN,0x01107B10,2,MM3S/RPM/SEC,0.00165856400,[ASIT02GN] ASG integral gain 2 calibration
ASG_Integral_Gain_2_As,ASAP02IT,0x0111702E,2,MM3S/RPM/SEC,0.00165856400,[ASAP02IT] ASG application specific integral gain 2
ASG_Integral_Gain_2_Selected,ASSL02IT,0x01107C40,2,MM3S/RPM/SEC,0.00165856400,[ASSL02IT] ASG selected integral gain 2
ASG_Jcomm_Coefficient_1_00,ASJ100CF,0x01155A0C,2,UNITLESS,0.00390625,[ASJ100CF] ASG compensation filter coef. 1 - Jcomm mode 00
ASG_Jcomm_Coefficient_1_01,ASJ101CF,0x01155A1E,2,UNITLESS,0.00390625,[ASJ101CF] ASG compensation filter coef. 1 - Jcomm mode 01
ASG_Jcomm_Coefficient_1_10,ASJ110CF,0x01155A30,2,UNITLESS,0.00390625,[ASJ110CF] ASG compensation filter coef. 1 - Jcomm mode 10
ASG_Jcomm_Coefficient_1_11,ASJ111CF,0x01155A42,2,UNITLESS,0.00390625,[ASJ111CF] ASG compensation filter coef. 1 - Jcomm mode 11
ASG_Jcomm_Coefficient_2_00,ASJ200CF,0x01155A0E,2,UNITLESS,0.00390625,[ASJ200CF] ASG compensation filter coef. 2 - Jcomm mode 00
ASG_Jcomm_Coefficient_2_01,ASJ201CF,0x01155A20,2,UNITLESS,0.00390625,[ASJ201CF] ASG compensation filter coef. 2 - Jcomm mode 01
ASG_Jcomm_Coefficient_2_10,ASJ210CF,0x01155A32,2,UNITLESS,0.00390625,[ASJ210CF] ASG compensation filter coef. 2 - Jcomm mode 10
ASG_Jcomm_Coefficient_2_11,ASJ211CF,0x01155A44,2,UNITLESS,0.00390625,[ASJ211CF] ASG compensation filter coef. 2 - Jcomm mode 11
ASG_Jcomm_Coefficient_3_00,ASJ300CF,0x01155A10,2,UNITLESS,0.00390625,[ASJ300CF] ASG compensation filter coef. 3 - Jcomm mode 00
ASG_Jcomm_Coefficient_3_01,ASJ301CF,0x01155A22,2,UNITLESS,0.00390625,[ASJ301CF] ASG compensation filter coef. 3 - Jcomm mode 01
ASG_Jcomm_Coefficient_3_10,ASJ310CF,0x01155A34,2,UNITLESS,0.00390625,[ASJ310CF] ASG compensation filter coef. 3 - Jcomm mode 10
ASG_Jcomm_Coefficient_3_11,ASJ311CF,0x01155A46,2,UNITLESS,0.00390625,[ASJ311CF] ASG compensation filter coef. 3 - Jcomm mode 11
ASG_Jcomm_Derivative_Gain_1_00,ASJ100DV,0x01155A08,2,MM3S*SEC/RPM,0.00000132685,[ASJ100DV] ASG derivative gain 1 - Jcomm mode 00
ASG_Jcomm_Derivative_Gain_1_01,ASJ101DV,0x01155A1A,2,MM3S*SEC/RPM,0.00000132685,[ASJ101DV] ASG derivative gain 1 - Jcomm mode 01
ASG_Jcomm_Derivative_Gain_1_10,ASJ110DV,0x01155A2C,2,MM3S*SEC/RPM,0.00000132685,[ASJ110DV] ASG derivative gain 1 - Jcomm mode 10
ASG_Jcomm_Derivative_Gain_1_11,ASJ111DV,0x01155A3E,2,MM3S*SEC/RPM,0.00000132685,[ASJ111DV] ASG derivative gain 1 - Jcomm mode 11
ASG_Jcomm_Derivative_Gain_2_00,ASJ200DV,0x01155A0A,2,MM3S*SEC/RPM,0.00000132685,[ASJ200DV] ASG derivative gain 2 - Jcomm mode 00
ASG_Jcomm_Derivative_Gain_2_01,ASJ201DV,0x01155A1C,2,MM3S*SEC/RPM,0.00000132685,[ASJ201DV] ASG derivative gain 2 - Jcomm mode 01
ASG_Jcomm_Derivative_Gain_2_10,ASJ210DV,0x01155A2E,2,MM3S*SEC/RPM,0.00000132685,[ASJ210DV] ASG derivative gain 2 - Jcomm mode 10
ASG_Jcomm_Derivative_Gain_2_11,ASJ211DV,0x01155A40,2,MM3S*SEC/RPM,0.00000132685,[ASJ211DV] ASG derivative gain 2 - Jcomm mode 11
ASG_Jcomm_Filter_Constant,ASJCFTCS,0x0110B600,2,UNITLESS,1.5258789E-5,[ASJCFTCS] ASG Jcomm reference filter constant
ASG_Jcomm_Fuel_Max,ASJCFLMX,0x0110B602,2,MM3S,0.06793478400,[ASJCFLMX] ASG Jcomm fueling high limit calibration
ASG_Jcomm_Fuel_Min,ASJCFLMN,0x0110B604,2,MM3S,0.06793478400,[ASJCFLMN] ASG Jcomm fueling lower limit calibration
ASG_Jcomm_Integral_Gain_1_00,ASJ100IT,0x01155A04,2,MM3S/RPM/SEC,0.00165856400,[ASJ100IT] ASG integral gain 1 - Jcomm mode 00
ASG_Jcomm_Integral_Gain_1_01,ASJ101IT,0x01155A16,2,MM3S/RPM/SEC,0.00165856400,[ASJ101IT] ASG integral gain 1 - Jcomm mode 01
ASG_Jcomm_Integral_Gain_1_10,ASJ110IT,0x01155A28,2,MM3S/RPM/SEC,0.00165856400,[ASJ110IT] ASG integral gain 1 - Jcomm mode 10
ASG_Jcomm_Integral_Gain_1_11,ASJ111IT,0x01155A3A,2,MM3S/RPM/SEC,0.00165856400,[ASJ111IT] ASG integral gain 1 - Jcomm mode 11
ASG_Jcomm_Integral_Gain_2_00,ASJ200IT,0x01155A06,2,MM3S/RPM/SEC,0.00165856400,[ASJ200IT] ASG integral gain 2 - Jcomm mode 00
ASG_Jcomm_Integral_Gain_2_01,ASJ201IT,0x01155A18,2,MM3S/RPM/SEC,0.00165856400,[ASJ201IT] ASG integral gain 2 - Jcomm mode 01
ASG_Jcomm_Integral_Gain_2_10,ASJ210IT,0x01155A2A,2,MM3S/RPM/SEC,0.00165856400,[ASJ210IT] ASG integral gain 2 - Jcomm mode 10
ASG_Jcomm_Integral_Gain_2_11,ASJ211IT,0x01155A3C,2,MM3S/RPM/SEC,0.00165856400,[ASJ211IT] ASG integral gain 2 - Jcomm mode 11
ASG_Jcomm_Proportional_Gain_1_00,ASJ100PP,0x01155A00,2,MM3S/RPM,0.00003317128,[ASJ100PP] ASG proportional gain 1 - Jcomm mode 00
ASG_Jcomm_Proportional_Gain_1_01,ASJ101PP,0x01155A12,2,MM3S/RPM,0.00003317128,[ASJ101PP] ASG proportional gain 1 - Jcomm mode 01
ASG_Jcomm_Proportional_Gain_1_10,ASJ110PP,0x01155A24,2,MM3S/RPM,0.00003317128,[ASJ110PP] ASG proportional gain 1 - Jcomm mode 10
ASG_Jcomm_Proportional_Gain_1_11,ASJ111PP,0x01155A36,2,MM3S/RPM,0.00003317128,[ASJ111PP] ASG proportional gain 1 - Jcomm mode 11
ASG_Jcomm_Proportional_Gain_2_00,ASJ200PP,0x01155A02,2,MM3S/RPM,0.00003317128,[ASJ200PP] ASG proportional gain 2 - Jcomm mode 00
ASG_Jcomm_Proportional_Gain_2_01,ASJ201PP,0x01155A14,2,MM3S/RPM,0.00003317128,[ASJ201PP] ASG proportional gain 2 - Jcomm mode 01
ASG_Jcomm_Proportional_Gain_2_10,ASJ210PP,0x01155A26,2,MM3S/RPM,0.00003317128,[ASJ210PP] ASG proportional gain 2 - Jcomm mode 10
ASG_Jcomm_Proportional_Gain_2_11,ASJ211PP,0x01155A38,2,MM3S/RPM,0.00003317128,[ASJ211PP] ASG proportional gain 2 - Jcomm mode 11
ASG_Lower_Fuel_Limit_As,ASAPLOLM,0x01117018,2,MM3S,0.06793478400,[ASAPLOLM] ASG application specific fueling lower limit
ASG_Max_RPM,ASMXRP,0x01158D02,2,RPM,0.125,[ASMXRP] ASG reference speed for 100% throttle input -should be greater than HSGBRKRPM
ASG_Maximum,ASMXRF,0x01000822,2,RPM,0.125,[ASMXRF] ASG reference speed for 100% throttle input -should be greater than HSGBRKRPM
ASG_Maximum_2,ASMXRF02,0x01000830,2,RPM,0.125,[ASMXRF02] Alternate ASG reference speed for 100% throttle input
ASG_Maximum_3,ASMXRF03,0x0100083E,2,RPM,0.125,[ASMXRF03] Alternate ASG reference speed for 100% throttle input
ASG_Min_RPM,ASMNRP,0x01158D04,2,RPM,0.125,[ASMNRP] ASG reference speed for 0% throttle input -should be less than LSGMNREF
ASG_Min_RPM_Adjusted,,0x01107A16,2,RPM,0.125,Active ASG minimum RPM used in ASG throttle reference calculation
ASG_Min_RPM_Adjustment_Enable,,0x01107B06,2,HEX,1.0,Algorithm enable for calculated ASG minimum RPM
ASG_Min_RPM_Offset,,0x01107B08,2,RPM,0.125,Offset used to calculate ASG minimum RPM from LSG reference speed
ASG_Minimum,ASMNRF,0x01000820,2,RPM,0.125,[ASMNRF] ASG reference speed for 0% throttle input -should be less than LSGMNREF
ASG_Minimum_2,ASMNRF02,0x0100082E,2,RPM,0.125,[ASMNRF02] Alternate ASG reference speed for 0% throttle input
ASG_Minimum_3,ASMNRF03,0x0100083C,2,RPM,0.125,[ASMNRF03] Alternate ASG reference speed for 0% throttle input
ASG_Negative_Slew_Rate_1,,0x01107D0C,2,RPM,0.125,ASG ref neg slew limit above ASG_Slew_Rate_Threshold
ASG_Negative_Slew_Rate_2,,0x01107D0E,2,RPM,0.125,ASG ref neg slew limit below ASG_Slew_Rate_Threshold
ASG_No_Load_Fuel,ASNLFL,0x01132200,2,MM3S,0.06793478400,[ASNLFL] Fuel required to overcome friction calculated using ASG reference
ASG_No_Load_Fuel_Ref_Speed,,0x0111703E,2,RPM,0.125,application defined input reference speed for no load calculation
ASG_Non_Linear_Filt_Out,,0x01107C46,2,RPM,0.125,"Output of non-linear filtered reference, before slew limits"
ASG_Proportional_Gain_1,ASPP01GN,0x01107B0A,2,MM3S/RPM,0.00003317128,[ASPP01GN] ASG proportional gain 1 calibration
ASG_Proportional_Gain_1_As,ASAP01PP,0x01117028,2,MM3S/RPM,0.00003317128,[ASAP01PP] ASG application specific proportional gain 1
ASG_Proportional_Gain_1_Selected,ASSL01PP,0x01107C42,2,MM3S/RPM,0.00003317128,[ASSL01PP] ASG selected proportional gain 1
ASG_Proportional_Gain_2,ASPP02GN,0x01107B0C,2,MM3S/RPM,0.00003317128,[ASPP02GN] ASG proportional gain 2 calibration
ASG_Proportional_Gain_2_As,ASAP02PP,0x0111702A,2,MM3S/RPM,0.00003317128,[ASAP02PP] ASG application specific proportional gain 2
ASG_Proportional_Gain_2_Selected,ASSL02PP,0x01107C44,2,MM3S/RPM,0.00003317128,[ASSL02PP] ASG selected proportional gain 2
ASG_QD_Adjustment,ASQDAJ,0x01107C1A,4,MM3S,0.00003317128,[ASQDAJ] ASG Quadratic Derivative Adjustment
ASG_QD_Droop_Compensated_Error,ASQDDPER,0x01107C1E,4,RPM,0.125,[ASQDDPER] QPID Adjusted ASG Droop Compensated Error-Derivative
ASG_QD_Enable,ASQDEN,0x01138706,2,HEX,1,[ASQDEN] Flag to enable/disable the ASG Quadratic Derivative scheme.
ASG_QI_Adjustment,ASQIAJ,0x01107C22,4,MM3S,0.00013268512,[ASQIAJ] ASG Quadratic Integral Adjustment
ASG_QI_Droop_Compensated_Error,ASQIDPER,0x01107C26,4,RPM,0.125,[ASQIDPER] QPID Adjusted ASG Droop Compensated Error-Integral
ASG_QI_Enable,ASQIEN,0x01138704,2,HEX,1,[ASQIEN] Flag to enable/disable the ASG Quadratic Integral scheme.
ASG_QP_Adjustment,ASQPAJ,0x01107C2A,4,MM3S,0.00013268512,[ASQPAJ] ASG Quadratic Proportional Adjustment
ASG_QP_Droop_Compensated_Error,ASQPDPER,0x01107C2E,4,RPM,0.125,[ASQPDPER] QPID Adjusted ASG Droop Compensated Error-Proportional
ASG_QP_Enable,ASQPEN,0x01138702,2,HEX,1,[ASQPEN] Flag to enable/disable the ASG Quadratic Proportional scheme.
ASG_Ref_Negative_Slew_Active,,0x01107C48,2,UNITLESS,1,Flag that indicates conditions permit ASG ref slew limiting
ASG_Rem_Throt_Droop_Flag,ASRMTHFG,0x01107D0A,2,UNITLESS,1.0,[ASRMTHFG] value assigned to ASDPFG when Remote throttle is controlling
ASG_Reset_As,ASAPRS,0x0111701A,2,UNITLESS,1,[ASAPRS] ASG application specific reset
ASG_Reset_State,ASRSST,0x01107C08,2,UNITLESS,1,[ASRSST] ASG reset flag
ASG_Reset_State_X1,ASRSSTX1,0x01117000,2,RPM,0.125,[ASRSSTX1] ASG reset state X1
ASG_Reset_State_X2,ASRSSTX2,0x01117002,2,MM3S,0.06793478400,[ASRSSTX2] ASG reset state X2
ASG_Reset_State_X3,ASRSSTX3,0x01117004,2,RPM,0.125,[ASRSSTX3] ASG reset state X3
ASG_Reset_State_X4,ASRSSTX4,0x01117006,2,MM3S,0.06793478400,[ASRSSTX4] ASG reset state X4
ASG_Reset_State_X5,ASRSSTX5,0x01117008,2,MM3S,0.06793478400,[ASRSSTX5] ASG reset state X5
ASG_Reset_State_X6,ASRSSTX6,0x0111700A,2,MM3S,0.06793478400,[ASRSSTX6] ASG reset state X6
ASG_Selected_Speed,ASRF,0x01107A02,2,RPM,0.125,[ASRF] Selected input reference speed used as input to the ASG
ASG_Slew_Limit_VSS_Threshold,,0x01107D12,2,MPH,0.00390625,ASG Ref slew limits disabled below this VS
ASG_Slew_Max_Delta,,0x01107D26,2,RPM,0.125,Added to actual RPM to calculate max slewed ASG ref spd
ASG_Slew_Max_Gain,,0x01107D28,2,RPM/MM3S,0.03125000000,Mult by final fuel to add offset to calc max asg slewed ref spd
ASG_Slew_On_Brake_Inhibit_Flag,,0x01107D14,2,UNITLESS,1,If true ASG slew limits disabled when brake is ON
ASG_Slew_Rate_Threshold,,0x01107D10,2,RPM,0.125,"Use ASG slew rate 1 when above this, slew rate 2 below"
ASG_State_X1,ASSTX1,0x01107C0C,2,RPM,0.125,[ASSTX1] ASG state X1
ASG_State_X1_As,ASAPSTX1,0x0111701C,2,RPM,0.125,[ASAPSTX1] ASG application specific state X1 reset value
ASG_State_X2,ASSTX2,0x01107C0E,2,MM3S,0.06793478400,[ASSTX2] ASG state X2
ASG_State_X2_As,ASAPSTX2,0x0111701E,2,MM3S,0.06793478400,[ASAPSTX2] ASG application specific state X2 reset value
ASG_State_X3_As,ASAPSTX3,0x01117020,2,RPM,0.125,[ASAPSTX3] ASG application specific state X3 reset value
ASG_State_X4,ASSTX4,0x01107C10,2,MM3S,0.06793478400,[ASSTX4] ASG state X4
ASG_State_X4_As,ASAPSTX4,0x01117022,2,MM3S,0.06793478400,[ASAPSTX4] ASG application specific state X4 reset value
ASG_State_X5,ASSTX5,0x01107C12,2,MM3S,0.06793478400,[ASSTX5] ASG state X5
ASG_State_X5_As,ASAPSTX5,0x01117024,2,MM3S,0.06793478400,[ASAPSTX5] ASG application specific state X5 reset value
ASG_State_X6,ASSTX6,0x01107C14,2,MM3S,0.06793478400,[ASSTX6] ASG state X6
ASG_State_X6_As,ASAPSTX6,0x01117026,2,MM3S,0.06793478400,[ASAPSTX6] ASG application specific state X6 reset value
ASG_Switch_Droop_Fueling_Offset,ASSDFUOF,0x01107D08,2,MM3S,0.06793478400,[ASSDFUOF] Offset added to NLFL and compared with FSFNFL for throttle gov. switch
ASG_Throttle_Droop_1,ASTH01DP,0x01107A08,2,UNITLESS,0.000976563,[ASTH01DP] ASG throttle droop gain 1
ASG_Throttle_Droop_2,ASTH02DP,0x01107A0A,2,UNITLESS,0.000976563,[ASTH02DP] ASG throttle droop gain 2
ASG_Throttle_Prefilter_Coeff_X,ASTHPFXA,0x01132600,2,RPM,0.125,[ASTHPFXA] ASG throttle prefilter coef. calculation table (x-axis)
ASG_Throttle_Prefilter_Coeff_Y,ASTHPFYA,0x01132700,2,UNITLESS,0.000061035,[ASTHPFYA] ASG throttle prefilter coef. calculation table (y-axis)
ASG_Throttle_Prefilter_Rate_Limit,ASTHPFRL,0x01107D06,2,RPM/SEC,0.125,[ASTHPFRL] ASG throttle ref rate limit for prefilter coef. calculation
ASG_Throttle_Reference_RPM,ASTHRFES,0x01107A00,2,RPM,0.125,[ASTHRFES] All Speed Governor reference speed based upon throttle position
ASG_Throttle_Reset_Allow,,0x018B1300,2,UNITLESS,1,"If=1, do not have to return throtle to 0% after reset"
ASIC_BYTE_Padding,ESPADDIN,0x0111AE0D,1,UNITLESS,1.0,[ESPADDIN] Padding to preserve WORD alignment.
ASIC_Command,,0x0115B006,2,HEX,1.0,"Command to send directly to the ASIC in the form: command,data"
ASIC_Engine_Overspeed_Limit,ESASOSLM,0x0111AE08,2,RPM,1.0,[ESASOSLM] Engine speed above which the overspeed algorithm disables fueling
ASIC_Engine_Overspeed_Persistance,ESASOCCU,0x0111AE0B,1,UNITLESS,1.0,[ESASOCCU] Consecutive occurances of engine overspeed to cause a shutdown
ASIC_Engine_Overspeed_Type,ESASOSTY,0x0111AE0C,1,UNITLESS,1.0,"[ESASOSTY] Action after an overspeed shutdown, 0=latching & 1=non-latching"
ASIC_Engine_Speed_Targets_Per_Rev,ESASRVTT,0x0111AE0A,1,CNTS,1.0,[ESASRVTT] Number of engine speed targets per crankshaft revolution.
ASIC_FS_Shutoff_Driver,,0x01157706,1,UNITLESS,0040,Desired state of the ASIC_FS_Shutoff_Driver output driver.
ASIC_FS_Shutoff_Driver_Inversion,,0x01157806,1,UNITLESS,0040,Indicates activation of ASIC_FS_Shutoff_Driver is inverted logic.
ASIC_FS_Shutoff_Driver_Map,,0x0115796C,2,UNITLESS,1.0,Hardware resource assignment for ASIC_FS_Shutoff_Driver.
ASIC_FS_Shutoff_Driver_Previous_Command,,0x01157A06,1,UNITLESS,0040,ASIC_FS_Shutoff_Driver previous ON/OFF software command.
ASIC_FS_Shutoff_Driver_Priority,,0x0112A736,1,UNITLESS,1.0,Current override priority for ASIC_FS_Shutoff_Driver.
ASIC_Feedback_Delay_Time,,0x01104204,2,USEC,1.0,ASIC delay time before reading feedback of driver command; 0=driver disabled
ASIC_Response,,0x0115B008,2,HEX,1.0,"Response to the ASIC_Command request from the ASIC in the form: control,data"
ASIC_WDA_Fuel_Shutoff,,0x0115B001,1,UNITLESS,1,Inverted state of the ASIC WDA_ pin
ASIC_WDA_Fuel_Shutoff_Reset_Delay,,0x0115B104,2,MSEC,5,Time delay before ASIC_WDA_Fuel_Shutoff will be cleared. 0 = latch.
AS_ANC_Enable_Flag,ASANENF,0x0110A410,2,UNITLESS,1.0,[ASANENF] Application specific ANC enable/disable flag(Set to FALSE to disable)
AS_ANC_Override,ASANODFG,0x0110A40E,2,UNITLESS,1.0,[ASANODFG] Application specific ANC Override flag(1 = engage ANC)
AT_AUTO_Anti_Theft_Enable,AT01EN,0x01106B38,2,UNITLESS,800,[AT01EN] Bit 11 of 15. Enables the anti theft at_auto module
AT_Random_Number_Generator_Enable,ATRNGNEN,0x01106B3A,2,UNITLESS,1000,[ATRNGNEN] enable for generation of random numbers (for VAT)
Abort_Filter_Table,,0x01160C00,64,HEX,1,Table used filter don't care bits from abort criteria
Abort_Monitor,,0x01160F04,4,HEX,1,Command to abort diagnostic monitors
Abort_Table,,0x01160E00,64,HEX,1,Criteria for whether to abort diagnostic monitors
Absolute_Boost_Pressure_Sensor_Present,BSSNPZ,0x0111D504,2,UNITLESS,1.0,[BSSNPZ] indicates that Boost Press Sensor is Absolute Pressure Sensor
Accel_Interlock_Switch_Source_Address_Enable,MXTHILSA,0x0112E80A,1,HEX,1.0,[MXTHILSA] Source Address allowed for MUXing Accelerator Interlock Switch parameter
Accelerator_Interlock_Enable,ANEN,0x01106B1A,2,UNITLESS,80,"[ANEN] Bit 7 of 0-15 in word C, Accelerator Interlock Enable Bit"
Accelerator_Pedal_State,TICTST,0x01117D34,2,HEX,1.0,[TICTST] State of the accelerator
Accelerator_Position_Sensor_Type,,0x018BAC12,1,UNITLESS,1.0,"Defines PPS or TPS operation for commanded throttle function 1=PPS,0=TPS"
Accelerator_Throttle_Priority,,0x01121000,2,UNITLESS,1.0,Priority of Accelerator Interlock Feature w/r to other Throttle Features
Accumulated_TPU_Pulses,,0x01100810,2,CNTS,1,Running total of VSS pulses accumulated due to TPU interrupts
Accumulator_Pressure_Map,,0x01151F9C,2,UNITLESS,1,Accumulator_Pressure mapping index to HW channel
Accumulator_Pressure_Ratio_Supply_ID,,0x01193A9C,2,UNITLESS,1,Accumulator_Pressure mapping index to Sensor Supply ID
